# Force          
# CofR           : 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
#                
# Time           	total_x total_y total_z	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
4.15             	2.1366804415e-02 3.6437579586e-02 -2.3663592494e-01	(1.9611020796e-02 3.4406055482e-02 -2.3646584674e-01)	(1.7557836188e-03 2.0315241046e-03 -1.7007820878e-04)
4.151            	2.1491263380e-02 3.6499666690e-02 -2.3529258022e-01	(1.9733971195e-02 3.4470440318e-02 -2.3512723924e-01)	(1.7572921857e-03 2.0292263721e-03 -1.6534097747e-04)
4.152            	2.1479805067e-02 3.6484425587e-02 -2.3392124364e-01	(1.9720778650e-02 3.4457626068e-02 -2.3376070175e-01)	(1.7590264166e-03 2.0267995186e-03 -1.6054189004e-04)
4.153            	2.1417788544e-02 3.6669373686e-02 -2.3341031305e-01	(1.9657311505e-02 3.4644914467e-02 -2.3325451402e-01)	(1.7604770388e-03 2.0244592192e-03 -1.5579902682e-04)
4.154            	2.1673714761e-02 3.6832603885e-02 -2.3308385742e-01	(1.9911008567e-02 3.4810573475e-02 -2.3293285615e-01)	(1.7627061934e-03 2.0220304095e-03 -1.5100126337e-04)
4.155            	2.1439473712e-02 3.6683918494e-02 -2.3089412306e-01	(1.9674878109e-02 3.4664449618e-02 -2.3074792436e-01)	(1.7645956031e-03 2.0194688755e-03 -1.4619870659e-04)
4.156            	2.1312019515e-02 3.7370654847e-02 -2.3309957897e-01	(1.9546406846e-02 3.5353524611e-02 -2.3295783657e-01)	(1.7656126688e-03 2.0171302364e-03 -1.4174240208e-04)
4.157            	2.1088982760e-02 3.7030571387e-02 -2.3007727019e-01	(1.9322481920e-02 3.5016058592e-02 -2.2994015821e-01)	(1.7665008397e-03 2.0145127957e-03 -1.3711197970e-04)
4.158            	2.1253708007e-02 3.7062240220e-02 -2.2888919392e-01	(1.9485627700e-02 3.5050265380e-02 -2.2875679585e-01)	(1.7680803074e-03 2.0119748399e-03 -1.3239806460e-04)
4.159            	2.1286782275e-02 3.7019202266e-02 -2.2724968082e-01	(1.9516731927e-02 3.5009700345e-02 -2.2712206260e-01)	(1.7700503480e-03 2.0095019205e-03 -1.2761822230e-04)
4.16             	2.1213782364e-02 3.7205992731e-02 -2.2725242952e-01	(1.9442154332e-02 3.5199236966e-02 -2.2712945484e-01)	(1.7716280315e-03 2.0067557650e-03 -1.2297468248e-04)
4.161            	2.1229226473e-02 3.7308520880e-02 -2.2637819624e-01	(1.9455668564e-02 3.5304392527e-02 -2.2625986786e-01)	(1.7735579091e-03 2.0041283526e-03 -1.1832837994e-04)
4.162            	2.0910657141e-02 3.7526141907e-02 -2.2622076342e-01	(1.9136260226e-02 3.5524763135e-02 -2.2610693242e-01)	(1.7743969151e-03 2.0013787723e-03 -1.1383100046e-04)
4.163            	2.1076832178e-02 3.7522797049e-02 -2.2510974853e-01	(1.9300844714e-02 3.5524115910e-02 -2.2500043419e-01)	(1.7759874638e-03 1.9986811389e-03 -1.0931433871e-04)
4.164            	2.1107708338e-02 3.7637348637e-02 -2.2433970284e-01	(1.9329933357e-02 3.5641310774e-02 -2.2423494468e-01)	(1.7777749815e-03 1.9960378635e-03 -1.0475816066e-04)
4.165            	2.1097577628e-02 3.7729511025e-02 -2.2338768556e-01	(1.9317941647e-02 3.5735949261e-02 -2.2328749460e-01)	(1.7796359802e-03 1.9935617639e-03 -1.0019095772e-04)
4.166            	2.1005847167e-02 3.7672592839e-02 -2.2158123877e-01	(1.9224345055e-02 3.5681422832e-02 -2.2148577170e-01)	(1.7815021114e-03 1.9911700068e-03 -9.5467060291e-05)
4.167            	2.1088325554e-02 3.7818558007e-02 -2.2159217272e-01	(1.9304711518e-02 3.5830022290e-02 -2.2150125929e-01)	(1.7836140361e-03 1.9885357171e-03 -9.0913435027e-05)
4.168            	2.0983478485e-02 3.7750258828e-02 -2.2022639385e-01	(1.9197900180e-02 3.5764506898e-02 -2.2014007178e-01)	(1.7855783056e-03 1.9857519298e-03 -8.6322067311e-05)
4.169            	2.0968997057e-02 3.7932186683e-02 -2.1973652214e-01	(1.9181468970e-02 3.5949132867e-02 -2.1965474223e-01)	(1.7875280870e-03 1.9830538158e-03 -8.1779909181e-05)
4.17             	2.0892800624e-02 3.7896827022e-02 -2.1836292217e-01	(1.9103300583e-02 3.5916507332e-02 -2.1828573815e-01)	(1.7895000417e-03 1.9803196902e-03 -7.7184018669e-05)
4.171            	2.0930232450e-02 3.8086098990e-02 -2.1812356496e-01	(1.9138644314e-02 3.6108458597e-02 -2.1805090376e-01)	(1.7915881355e-03 1.9776403925e-03 -7.2661203916e-05)
4.172            	2.0897234220e-02 3.8125141220e-02 -2.1710975300e-01	(1.9103556836e-02 3.6150173230e-02 -2.1704168378e-01)	(1.7936773840e-03 1.9749679898e-03 -6.8069215664e-05)
4.173            	2.0857376522e-02 3.8158470842e-02 -2.1617802650e-01	(1.9061450025e-02 3.6186217323e-02 -2.1611453228e-01)	(1.7959264965e-03 1.9722535189e-03 -6.3494220147e-05)
4.174            	2.0582910028e-02 3.7988746381e-02 -2.1443236853e-01	(1.8785403885e-02 3.6019593280e-02 -2.1437343699e-01)	(1.7975061423e-03 1.9691531007e-03 -5.8931539842e-05)
4.175            	2.0843076053e-02 3.8202446847e-02 -2.1409584069e-01	(1.9043144900e-02 3.6235983100e-02 -2.1404146266e-01)	(1.7999311530e-03 1.9664637468e-03 -5.4378028790e-05)
4.176            	2.0621002667e-02 3.7923509934e-02 -2.1180084102e-01	(1.8819021899e-02 3.5960053346e-02 -2.1175107157e-01)	(1.8019807679e-03 1.9634565879e-03 -4.9769455379e-05)
4.177            	2.0667930438e-02 3.7975141648e-02 -2.1084746724e-01	(1.8863726768e-02 3.6014573040e-02 -2.1080236580e-01)	(1.8042036701e-03 1.9605686082e-03 -4.5101443376e-05)
4.178            	2.0740822802e-02 3.9118827486e-02 -2.1549490553e-01	(1.8934937728e-02 3.7161029143e-02 -2.1545398795e-01)	(1.8058850745e-03 1.9577983429e-03 -4.0917579378e-05)
4.179            	2.0513197520e-02 3.8135420472e-02 -2.0941729136e-01	(1.8705420636e-02 3.6180462871e-02 -2.0938097362e-01)	(1.8077768841e-03 1.9549576009e-03 -3.6317741956e-05)
4.18             	2.0505131125e-02 3.8248117763e-02 -2.0897202684e-01	(1.8695333848e-02 3.6296031628e-02 -2.0894024953e-01)	(1.8097972775e-03 1.9520861345e-03 -3.1777308646e-05)
4.181            	2.0436970968e-02 3.8786887697e-02 -2.1035128013e-01	(1.8625708490e-02 3.6837482426e-02 -2.1032377756e-01)	(1.8112624778e-03 1.9494052701e-03 -2.7502577890e-05)
4.182            	2.0479889819e-02 3.8553439625e-02 -2.0822563791e-01	(1.8666697031e-02 3.6606777030e-02 -2.0820262609e-01)	(1.8131927879e-03 1.9466625948e-03 -2.3011826262e-05)
4.183            	2.0482333151e-02 3.8479493570e-02 -2.0684973276e-01	(1.8666987391e-02 3.6535589809e-02 -2.0683126550e-01)	(1.8153457598e-03 1.9439037612e-03 -1.8467264575e-05)
4.184            	2.0424232092e-02 3.8518552172e-02 -2.0593142233e-01	(1.8606729243e-02 3.6577353115e-02 -2.0591751130e-01)	(1.8175028495e-03 1.9411990570e-03 -1.3911026812e-05)
4.185            	2.0439687818e-02 3.8491705215e-02 -2.0494806613e-01	(1.8619870798e-02 3.6553333087e-02 -2.0493868087e-01)	(1.8198170199e-03 1.9383721285e-03 -9.3852658109e-06)
4.186            	2.0332914824e-02 3.8478985440e-02 -2.0382827321e-01	(1.8510950175e-02 3.6543436617e-02 -2.0382338817e-01)	(1.8219646487e-03 1.9355488232e-03 -4.8850409404e-06)
4.187            	2.0184789611e-02 3.8357163327e-02 -2.0254551435e-01	(1.8360876949e-02 3.6424767984e-02 -2.0254509404e-01)	(1.8239126619e-03 1.9323953433e-03 -4.2031669846e-07)
4.188            	2.0206414353e-02 3.8358377117e-02 -2.0127216945e-01	(1.8380329127e-02 3.6428810447e-02 -2.0127629857e-01)	(1.8260852262e-03 1.9295666699e-03 4.1291193316e-06)
4.189            	2.0214872557e-02 3.8503173082e-02 -2.0091816644e-01	(1.8386600910e-02 3.6576386944e-02 -2.0092677007e-01)	(1.8282716466e-03 1.9267861387e-03 8.6036363685e-06)
4.19             	2.0221158075e-02 3.8509994415e-02 -1.9996668947e-01	(1.8390607009e-02 3.6585981959e-02 -1.9997976608e-01)	(1.8305510660e-03 1.9240124566e-03 1.3076612484e-05)
4.191            	2.0077881631e-02 3.8506757531e-02 -1.9898033863e-01	(1.8245366568e-02 3.6585632777e-02 -1.9899786621e-01)	(1.8325150629e-03 1.9211247544e-03 1.7527579708e-05)
4.192            	2.0173327838e-02 3.8367145341e-02 -1.9752165214e-01	(1.8338289326e-02 3.6448907485e-02 -1.9754370466e-01)	(1.8350385120e-03 1.9182378564e-03 2.2052521237e-05)
4.193            	2.0092237604e-02 3.8444376576e-02 -1.9669897498e-01	(1.8254740469e-02 3.6528846971e-02 -1.9672555488e-01)	(1.8374971350e-03 1.9155296044e-03 2.6579906682e-05)
4.194            	2.0078830526e-02 3.8414242949e-02 -1.9603404341e-01	(1.8238953414e-02 3.6501743920e-02 -1.9606507187e-01)	(1.8398771112e-03 1.9124990294e-03 3.1028461459e-05)
4.195            	2.0108478381e-02 3.8471107258e-02 -1.9515069256e-01	(1.8266022806e-02 3.6561421438e-02 -1.9518617589e-01)	(1.8424555751e-03 1.9096858202e-03 3.5483331665e-05)
4.196            	1.9992189781e-02 3.8422789569e-02 -1.9395068659e-01	(1.8147336189e-02 3.6515916541e-02 -1.9399064361e-01)	(1.8448535923e-03 1.9068730278e-03 3.9957021284e-05)
4.197            	2.0050090339e-02 3.8383246632e-02 -1.9312124044e-01	(1.8202409833e-02 3.6479368721e-02 -1.9316560645e-01)	(1.8476805052e-03 1.9038779108e-03 4.4366012734e-05)
4.198            	1.9851259517e-02 3.8104884622e-02 -1.9105856341e-01	(1.8001157123e-02 3.6204081700e-02 -1.9110744696e-01)	(1.8501023941e-03 1.9008029223e-03 4.8883541557e-05)
4.199            	1.9934750565e-02 3.8344006165e-02 -1.9080319327e-01	(1.8081940092e-02 3.6445939551e-02 -1.9085659389e-01)	(1.8528104727e-03 1.8980666142e-03 5.3400619801e-05)
4.2              	2.0022705929e-02 3.8308730324e-02 -1.8977329312e-01	(1.8166897648e-02 3.6413450612e-02 -1.8983126584e-01)	(1.8558082807e-03 1.8952797114e-03 5.7972718277e-05)
4.201            	2.0284668751e-02 3.8948992570e-02 -1.9176389751e-01	(1.8425415778e-02 3.7056266418e-02 -1.9182624581e-01)	(1.8592529729e-03 1.8927261522e-03 6.2348302972e-05)
4.202            	1.9813845996e-02 3.8204738699e-02 -1.8782736683e-01	(1.7952014244e-02 3.6315036117e-02 -1.8789424675e-01)	(1.8618317526e-03 1.8897025816e-03 6.6879918383e-05)
4.203            	1.9748760595e-02 3.8142302274e-02 -1.8661781924e-01	(1.7884412468e-02 3.6255568382e-02 -1.8668924246e-01)	(1.8643481262e-03 1.8867338916e-03 7.1423218754e-05)
4.204            	1.9554060940e-02 3.8935306247e-02 -1.8933947013e-01	(1.7688238468e-02 3.7051589462e-02 -1.8941498672e-01)	(1.8658224715e-03 1.8837167845e-03 7.5516596509e-05)
4.205            	1.9648511500e-02 3.8291789316e-02 -1.8568369222e-01	(1.7780285559e-02 3.6411094080e-02 -1.8576361197e-01)	(1.8682259412e-03 1.8806952360e-03 7.9919754626e-05)
4.206            	1.9675813011e-02 3.8258819269e-02 -1.8462866273e-01	(1.7805045141e-02 3.6381046447e-02 -1.8471306299e-01)	(1.8707678705e-03 1.8777728222e-03 8.4400260173e-05)
4.207            	1.9526476398e-02 3.7934228885e-02 -1.8257656336e-01	(1.7653280589e-02 3.6059622408e-02 -1.8266548027e-01)	(1.8731958092e-03 1.8746064769e-03 8.8916913842e-05)
4.208            	1.9570587724e-02 3.8203101628e-02 -1.8297279760e-01	(1.7694920989e-02 3.6331635246e-02 -1.8306607874e-01)	(1.8756667352e-03 1.8714663816e-03 9.3281134192e-05)
4.209            	1.9383242844e-02 3.8101344581e-02 -1.8213118361e-01	(1.7505540628e-02 3.6233489383e-02 -1.8222870273e-01)	(1.8777022158e-03 1.8678551981e-03 9.7519119295e-05)
4.21             	1.9511534344e-02 3.8183412671e-02 -1.8117349659e-01	(1.7631273090e-02 3.6318570805e-02 -1.8127535764e-01)	(1.8802612545e-03 1.8648418665e-03 1.0186105735e-04)
4.211            	1.9406070094e-02 3.8029002455e-02 -1.7967772837e-01	(1.7523360674e-02 3.6167182664e-02 -1.7978396868e-01)	(1.8827094194e-03 1.8618197910e-03 1.0624031187e-04)
4.212            	1.9415429047e-02 3.8036249207e-02 -1.7905274892e-01	(1.7530223085e-02 3.6177562388e-02 -1.7916333420e-01)	(1.8852059612e-03 1.8586868184e-03 1.1058528317e-04)
4.213            	1.9395596675e-02 3.8014984110e-02 -1.7817845471e-01	(1.7507830894e-02 3.6159417129e-02 -1.7829336526e-01)	(1.8877657812e-03 1.8555669811e-03 1.1491055098e-04)
4.214            	1.9418175914e-02 3.7958555551e-02 -1.7714688867e-01	(1.7527656660e-02 3.6106112858e-02 -1.7726616187e-01)	(1.8905192542e-03 1.8524426927e-03 1.1927320345e-04)
4.215            	1.9321092193e-02 3.7875500530e-02 -1.7591077095e-01	(1.7427947657e-02 3.6026111775e-02 -1.7603440074e-01)	(1.8931445362e-03 1.8493887545e-03 1.2362979303e-04)
4.216            	1.9246687829e-02 3.7587735870e-02 -1.7420500327e-01	(1.7350936410e-02 3.5741707486e-02 -1.7433302107e-01)	(1.8957514189e-03 1.8460283844e-03 1.2801779770e-04)
4.217            	1.9301287928e-02 3.7726850400e-02 -1.7394914511e-01	(1.7402727180e-02 3.5884003244e-02 -1.7408148879e-01)	(1.8985607481e-03 1.8428471560e-03 1.3234368641e-04)
4.218            	1.9118826964e-02 3.7568828880e-02 -1.7279859472e-01	(1.7217856750e-02 3.5729481963e-02 -1.7293519133e-01)	(1.9009702141e-03 1.8393469172e-03 1.3659661024e-04)
4.219            	1.9224459278e-02 3.7450752352e-02 -1.7135564957e-01	(1.7320638916e-02 3.5614648670e-02 -1.7149662550e-01)	(1.9038203613e-03 1.8361036821e-03 1.4097592983e-04)
4.22             	1.9284577222e-02 3.7513286055e-02 -1.7085172385e-01	(1.7377517599e-02 3.5680334414e-02 -1.7099706049e-01)	(1.9070596224e-03 1.8329516411e-03 1.4533663955e-04)
4.221            	1.9143768455e-02 3.7228737675e-02 -1.6903614250e-01	(1.7233817129e-02 3.5399137170e-02 -1.6918588563e-01)	(1.9099513251e-03 1.8296005046e-03 1.4974313251e-04)
4.222            	1.9063032381e-02 3.7374787794e-02 -1.6909741899e-01	(1.7150443239e-02 3.5548676267e-02 -1.6925144251e-01)	(1.9125891424e-03 1.8261115274e-03 1.5402351536e-04)
4.223            	1.8906748201e-02 3.6769805846e-02 -1.6600943632e-01	(1.6991657885e-02 3.4947375183e-02 -1.6616788216e-01)	(1.9150903159e-03 1.8224306635e-03 1.5844584744e-04)
4.224            	1.9148724542e-02 3.7174402449e-02 -1.6656537773e-01	(1.7230586113e-02 3.5355187949e-02 -1.6672817253e-01)	(1.9181384292e-03 1.8192144996e-03 1.6279479537e-04)
4.225            	1.9041933182e-02 3.6935146106e-02 -1.6491634836e-01	(1.7120815476e-02 3.5119265952e-02 -1.6508350647e-01)	(1.9211177066e-03 1.8158801544e-03 1.6715811196e-04)
4.226            	1.8970383628e-02 3.6869691021e-02 -1.6422309574e-01	(1.7046495867e-02 3.5057299929e-02 -1.6439453160e-01)	(1.9238877607e-03 1.8123910914e-03 1.7143585542e-04)
4.227            	1.8974440200e-02 3.6939534343e-02 -1.6371050263e-01	(1.7047782732e-02 3.5130522324e-02 -1.6388619871e-01)	(1.9266574671e-03 1.8090120195e-03 1.7569607678e-04)
4.228            	1.9192552708e-02 3.7852265954e-02 -1.6644789368e-01	(1.7263059556e-02 3.6046190373e-02 -1.6662757471e-01)	(1.9294931522e-03 1.8060755813e-03 1.7968102625e-04)
4.229            	1.8785045018e-02 3.6682818862e-02 -1.6137107567e-01	(1.6853147834e-02 3.4880228587e-02 -1.6155501016e-01)	(1.9318971842e-03 1.8025902749e-03 1.8393448740e-04)
4.23             	1.8866144489e-02 3.6617096732e-02 -1.6058681618e-01	(1.6931428271e-02 3.4818061038e-02 -1.6077504449e-01)	(1.9347162179e-03 1.7990356942e-03 1.8822831161e-04)
4.231            	1.8836873323e-02 3.6581393359e-02 -1.5954297528e-01	(1.6899325653e-02 3.4785652436e-02 -1.5973552757e-01)	(1.9375476703e-03 1.7957409230e-03 1.9255228900e-04)
4.232            	1.8736651761e-02 3.6396660236e-02 -1.5863569719e-01	(1.6796444447e-02 3.4604613816e-02 -1.5883245808e-01)	(1.9402073143e-03 1.7920464204e-03 1.9676089138e-04)
4.233            	1.8766939387e-02 3.6796103938e-02 -1.5926470998e-01	(1.6824103714e-02 3.5007471573e-02 -1.5946552295e-01)	(1.9428356727e-03 1.7886323644e-03 2.0081297421e-04)
4.234            	1.8743853166e-02 3.6545285334e-02 -1.5778854054e-01	(1.6798382484e-02 3.4760216808e-02 -1.5799342785e-01)	(1.9454706817e-03 1.7850685250e-03 2.0488730331e-04)
4.235            	1.8644919781e-02 3.6086260918e-02 -1.5532397939e-01	(1.6696671697e-02 3.4304782216e-02 -1.5553310892e-01)	(1.9482480846e-03 1.7814787020e-03 2.0912953327e-04)
4.236            	1.8627704141e-02 3.6113292809e-02 -1.5472875062e-01	(1.6676769970e-02 3.4335334476e-02 -1.5494207034e-01)	(1.9509341712e-03 1.7779583329e-03 2.1331971579e-04)
4.237            	1.8528039668e-02 3.6052839626e-02 -1.5414256994e-01	(1.6574730120e-02 3.4278642497e-02 -1.5435998618e-01)	(1.9533095483e-03 1.7741971288e-03 2.1741623499e-04)
4.238            	1.8534497853e-02 3.5800302790e-02 -1.5248504329e-01	(1.6578521312e-02 3.4029815580e-02 -1.5270660479e-01)	(1.9559765408e-03 1.7704872104e-03 2.2156150303e-04)
4.239            	1.8579498109e-02 3.6005844855e-02 -1.5270775771e-01	(1.6620738908e-02 3.4238985665e-02 -1.5293333323e-01)	(1.9587592014e-03 1.7668591899e-03 2.2557551836e-04)
4.24             	1.8432818284e-02 3.5738573909e-02 -1.5109709213e-01	(1.6471519576e-02 3.3975458402e-02 -1.5132671992e-01)	(1.9612987088e-03 1.7631155065e-03 2.2962778919e-04)
4.241            	1.8533075147e-02 3.5773955742e-02 -1.5063703571e-01	(1.6568879150e-02 3.4014470154e-02 -1.5087070002e-01)	(1.9641959969e-03 1.7594855876e-03 2.3366431685e-04)
4.242            	1.8185230610e-02 3.5587749381e-02 -1.4964700741e-01	(1.6219038285e-02 3.3832358953e-02 -1.4988458662e-01)	(1.9661923254e-03 1.7553904281e-03 2.3757920536e-04)
4.243            	1.8331070831e-02 3.5471847461e-02 -1.4845617932e-01	(1.6362245067e-02 3.3720235760e-02 -1.4869775039e-01)	(1.9688257644e-03 1.7516117011e-03 2.4157107331e-04)
4.244            	1.7906533237e-02 3.5417639616e-02 -1.4873280293e-01	(1.5936199511e-02 3.3671005887e-02 -1.4897793201e-01)	(1.9703337259e-03 1.7466337297e-03 2.4512907525e-04)
4.245            	1.8309829934e-02 3.5192513968e-02 -1.4610796895e-01	(1.6336697444e-02 3.3449394374e-02 -1.4635718649e-01)	(1.9731324904e-03 1.7431195945e-03 2.4921753985e-04)
4.246            	1.8277500816e-02 3.4920783808e-02 -1.4429303638e-01	(1.6301442936e-02 3.3181003238e-02 -1.4454648010e-01)	(1.9760578794e-03 1.7397805695e-03 2.5344371548e-04)
4.247            	1.8295113459e-02 3.4872686906e-02 -1.4379449899e-01	(1.6316005188e-02 3.3136451949e-02 -1.4405202965e-01)	(1.9791082709e-03 1.7362349570e-03 2.5753065946e-04)
4.248            	1.8135150037e-02 3.4189285497e-02 -1.4090519740e-01	(1.6152902211e-02 3.2456967013e-02 -1.4116686390e-01)	(1.9822478256e-03 1.7323184834e-03 2.6166650476e-04)
4.249            	1.8208302181e-02 3.4404752131e-02 -1.4097648212e-01	(1.6222881496e-02 3.2676043184e-02 -1.4124220918e-01)	(1.9854206846e-03 1.7287089476e-03 2.6572706616e-04)
4.25             	1.8194408911e-02 3.4256565149e-02 -1.3988404537e-01	(1.6205727563e-02 3.2531462263e-02 -1.4015384358e-01)	(1.9886813481e-03 1.7251028862e-03 2.6979820770e-04)
4.251            	1.8159015962e-02 3.4260572733e-02 -1.3941948181e-01	(1.6167094856e-02 3.2539067756e-02 -1.3969326718e-01)	(1.9919211062e-03 1.7215049777e-03 2.7378536866e-04)
4.252            	1.8038449459e-02 3.4215735658e-02 -1.3875933076e-01	(1.6043547381e-02 3.2497822498e-02 -1.3903705381e-01)	(1.9949020779e-03 1.7179131602e-03 2.7772304490e-04)
4.253            	1.8256011724e-02 3.4899305359e-02 -1.4043381546e-01	(1.6258041292e-02 3.3184482268e-02 -1.4071534755e-01)	(1.9979704321e-03 1.7148230919e-03 2.8153208318e-04)
4.254            	1.7940376082e-02 3.3863803019e-02 -1.3649690037e-01	(1.5939613880e-02 3.2152648533e-02 -1.3678239836e-01)	(2.0007622022e-03 1.7111544866e-03 2.8549799260e-04)
4.255            	1.7890954584e-02 3.3658392926e-02 -1.3522038046e-01	(1.5887238836e-02 3.1950893089e-02 -1.3550985236e-01)	(2.0037157479e-03 1.7074998368e-03 2.8947190166e-04)
4.256            	1.7986580932e-02 3.3628434578e-02 -1.3469024874e-01	(1.5979601767e-02 3.1924602444e-02 -1.3498361423e-01)	(2.0069791650e-03 1.7038321340e-03 2.9336548916e-04)
4.257            	1.7786939445e-02 3.3245893949e-02 -1.3308809108e-01	(1.5777038369e-02 3.1546093334e-02 -1.3338529146e-01)	(2.0099010764e-03 1.6998006146e-03 2.9720037550e-04)
4.258            	1.7869631628e-02 3.3146279409e-02 -1.3204746619e-01	(1.5856427298e-02 3.1450303733e-02 -1.3234854071e-01)	(2.0132043300e-03 1.6959756758e-03 3.0107451488e-04)
4.259            	1.7732550611e-02 3.3561156866e-02 -1.3286323782e-01	(1.5716639640e-02 3.1868772895e-02 -1.3316796545e-01)	(2.0159109711e-03 1.6923839710e-03 3.0472762904e-04)
4.26             	1.7750381779e-02 3.3138027303e-02 -1.3094357297e-01	(1.5731425535e-02 3.1449305499e-02 -1.3125205718e-01)	(2.0189562440e-03 1.6887218036e-03 3.0848420522e-04)
4.261            	1.7700686288e-02 3.3033320879e-02 -1.3017562857e-01	(1.5678597221e-02 3.1348296389e-02 -1.3048784583e-01)	(2.0220890674e-03 1.6850244896e-03 3.1221725622e-04)
4.262            	1.7746356851e-02 3.3065954512e-02 -1.2973910916e-01	(1.5720965044e-02 3.1384502800e-02 -1.3005506160e-01)	(2.0253918068e-03 1.6814517121e-03 3.1595243933e-04)
4.263            	1.7623101918e-02 3.2839366582e-02 -1.2864451676e-01	(1.5594663601e-02 3.1161671470e-02 -1.2896416853e-01)	(2.0284383170e-03 1.6776951124e-03 3.1965176957e-04)
4.264            	1.7561942691e-02 3.2434965753e-02 -1.2671751427e-01	(1.5530439098e-02 3.0761022969e-02 -1.2704097684e-01)	(2.0315035934e-03 1.6739427841e-03 3.2346257035e-04)
4.265            	1.7589102103e-02 3.2147644613e-02 -1.2521104448e-01	(1.5554282403e-02 3.0477416069e-02 -1.2553838356e-01)	(2.0348196993e-03 1.6702285445e-03 3.2733908443e-04)
4.266            	1.7515619473e-02 3.2452825417e-02 -1.2579372471e-01	(1.5477864166e-02 3.0786213501e-02 -1.2612472901e-01)	(2.0377553077e-03 1.6666119162e-03 3.3100429533e-04)
4.267            	1.7472139585e-02 3.1825599954e-02 -1.2326118154e-01	(1.5431146207e-02 3.0162833083e-02 -1.2359600600e-01)	(2.0409933781e-03 1.6627668709e-03 3.3482445962e-04)
4.268            	1.7527964287e-02 3.1673736135e-02 -1.2221140212e-01	(1.5483463822e-02 3.0014682936e-02 -1.2255008541e-01)	(2.0445004655e-03 1.6590531992e-03 3.3868329476e-04)
4.269            	1.7522481224e-02 3.1570619038e-02 -1.2141883492e-01	(1.5474366838e-02 2.9915256613e-02 -1.2176132792e-01)	(2.0481143863e-03 1.6553624252e-03 3.4249299932e-04)
4.27             	1.7440153461e-02 3.1346147690e-02 -1.2020940973e-01	(1.5388485270e-02 2.9694485594e-02 -1.2055570913e-01)	(2.0516681910e-03 1.6516620962e-03 3.4629940273e-04)
4.271            	1.7372718824e-02 3.1316379414e-02 -1.1970908734e-01	(1.5317644935e-02 2.9668447818e-02 -1.2005911075e-01)	(2.0550738885e-03 1.6479315960e-03 3.5002341253e-04)
4.272            	1.7395195367e-02 3.1166785223e-02 -1.1883484289e-01	(1.5336582533e-02 2.9522577784e-02 -1.1918860462e-01)	(2.0586128344e-03 1.6442074390e-03 3.5376173279e-04)
4.273            	1.7416853161e-02 3.1151410733e-02 -1.1820783925e-01	(1.5354436725e-02 2.9510758970e-02 -1.1856537119e-01)	(2.0624164356e-03 1.6406517635e-03 3.5753194388e-04)
4.274            	1.7344835110e-02 3.0756527486e-02 -1.1665149453e-01	(1.5278852013e-02 2.9119687513e-02 -1.1701278142e-01)	(2.0659830972e-03 1.6368399732e-03 3.6128689214e-04)
4.275            	1.7252771763e-02 3.0770520173e-02 -1.1621123945e-01	(1.5183432826e-02 2.9137381282e-02 -1.1657618421e-01)	(2.0693389370e-03 1.6331388915e-03 3.6494476315e-04)
4.276            	1.7219880933e-02 3.0579693784e-02 -1.1508653794e-01	(1.5147159113e-02 2.8950166796e-02 -1.1545517974e-01)	(2.0727218199e-03 1.6295269882e-03 3.6864179698e-04)
4.277            	1.7226381898e-02 3.0113356081e-02 -1.1305790625e-01	(1.5149999095e-02 2.8487489286e-02 -1.1343037610e-01)	(2.0763828027e-03 1.6258667953e-03 3.7246985233e-04)
4.278            	1.7207219362e-02 2.9933786471e-02 -1.1203113671e-01	(1.5127102622e-02 2.8311556156e-02 -1.1240741640e-01)	(2.0801167396e-03 1.6222303150e-03 3.7627969260e-04)
4.279            	1.6995964368e-02 2.9799656103e-02 -1.1143378207e-01	(1.4912650822e-02 2.8181405708e-02 -1.1181370643e-01)	(2.0833135464e-03 1.6182503953e-03 3.7992435581e-04)
4.28             	1.7223469418e-02 2.9373307725e-02 -1.0875486525e-01	(1.5135841209e-02 2.7758174639e-02 -1.0913892159e-01)	(2.0876282082e-03 1.6151330863e-03 3.8405633908e-04)
4.281            	1.7034757829e-02 2.9479834481e-02 -1.0966381788e-01	(1.4943660334e-02 2.7868693638e-02 -1.1005145279e-01)	(2.0910974951e-03 1.6111408424e-03 3.8763491065e-04)
4.282            	1.6967632962e-02 2.9202121107e-02 -1.0817848177e-01	(1.4873100011e-02 2.7594796769e-02 -1.0856977822e-01)	(2.0945329508e-03 1.6073243379e-03 3.9129645216e-04)
4.283            	1.6964219153e-02 2.8808610690e-02 -1.0635484244e-01	(1.4866097127e-02 2.7205004508e-02 -1.0674989592e-01)	(2.0981220262e-03 1.6036061823e-03 3.9505347830e-04)
4.284            	1.6927638534e-02 2.8505184986e-02 -1.0501552246e-01	(1.4825917008e-02 2.6905317992e-02 -1.0541437765e-01)	(2.1017215264e-03 1.5998669946e-03 3.9885519325e-04)
4.285            	1.6935084365e-02 2.8700492154e-02 -1.0525736691e-01	(1.4829826906e-02 2.7104194023e-02 -1.0565989023e-01)	(2.1052574598e-03 1.5962981307e-03 4.0252331482e-04)
4.286            	1.6885819332e-02 2.8454508134e-02 -1.0413982525e-01	(1.4777021772e-02 2.6861871516e-02 -1.0454602177e-01)	(2.1087975593e-03 1.5926366179e-03 4.0619652675e-04)
